,playerID,yearID,LastOfteamID,nameFirst,nameLast,G,H,AB,HR,RBI,SB,R,2B,3B,CS,BB,SO,IBB,HBP,SH,SF,G_p,G_c,G_1b,G_2b,G_3b,G_ss,G_lf,G_cf,G_rf,G_of,G_dh,prim_pos,other_pos,BA,OBP,1B,SLG,OPS,BA_Scaled,HR_Scaled,R_Scaled,RBI_Scaled,SB_Scaled,Penalty,AdjStars
2604,lemahdj01,2016,COL,DJ,LeMahieu,146.0,192.0,552.0,11.0,66.0,11.0,104.0,32.0,8.0,7.0,66.0,80.0,2.0,3.0,8.0,6,0.0,0.0,0.0,146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2b,['2b'],0.34782608695652173,0.41626794258373206,141.0,0.4945652173913043,0.9108331599750363,0.5217391304347826,0.23404255319148937,0.8455284552845529,0.49624060150375937,0.1774193548387097,1.0,2.274970095253294
4300,schoojo01,2016,BAL,Jonathan,Schoop,162.0,164.0,615.0,25.0,82.0,1.0,82.0,38.0,1.0,2.0,21.0,137.0,0.0,8.0,0.0,3,0.0,0.0,0.0,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2b,['2b'],0.26666666666666666,0.2982998454404946,100.0,0.45365853658536587,0.7519583820258604,0.4,0.5319148936170213,0.6666666666666666,0.6165413533834586,0.016129032258064516,1.0,2.231251945925211
5137,zobribe01,2016,CHN,Ben,Zobrist,147.0,142.0,523.0,18.0,76.0,6.0,94.0,31.0,3.0,4.0,96.0,82.0,6.0,4.0,4.0,4,0.0,0.0,1.0,119.0,0.0,1.0,27.0,0.0,24.0,46.0,0.0,2b,"['2b', 'lf', 'rf', 'of']",0.27151051625239003,0.38596491228070173,90.0,0.44550669216061184,0.8314716044413135,0.4072657743785851,0.3829787234042553,0.7642276422764228,0.5714285714285714,0.0967741935483871,1.0,2.2226749050362216
3571,perezhe01,2016,MIL,Hernan,Perez,123.0,110.0,404.0,13.0,56.0,34.0,50.0,18.0,3.0,7.0,18.0,94.0,0.0,1.0,3.0,4,0.0,0.0,6.0,11.0,60.0,3.0,2.0,8.0,36.0,46.0,0.0,3b,"['2b', '3b', 'rf', 'of']",0.2722772277227723,0.30210772833723654,76.0,0.4282178217821782,0.7303255501194148,0.40841584158415845,0.2765957446808511,0.4065040650406504,0.42105263157894735,0.5483870967741935,1.0,2.0609553796588007
4753,turnetr01,2016,WAS,Trea,Turner,73.0,105.0,307.0,13.0,40.0,33.0,53.0,14.0,8.0,6.0,14.0,59.0,0.0,1.0,0.0,2,0.0,0.0,0.0,30.0,0.0,2.0,0.0,45.0,0.0,45.0,0.0,cf,"['2b', 'cf', 'of']",0.34201954397394135,0.37037037037037035,70.0,0.5667752442996743,0.9371456146700446,0.5130293159609121,0.2765957446808511,0.43089430894308944,0.3007518796992481,0.532258064516129,1.0,2.0535293138002295
656,carpema01,2016,SLN,Matt,Carpenter,129.0,128.0,473.0,21.0,68.0,0.0,81.0,36.0,6.0,4.0,81.0,108.0,6.0,5.0,3.0,4,0.0,0.0,45.0,40.0,54.0,0.0,0.0,0.0,0.0,0.0,1.0,3b,"['1b', '2b', '3b']",0.27061310782241016,0.38010657193605685,65.0,0.5052854122621564,0.8853919841982132,0.40591966173361527,0.44680851063829785,0.6585365853658537,0.5112781954887218,0.0,1.0,2.0225429532264885
3632,phillbr01,2016,CIN,Brandon,Phillips,141.0,160.0,550.0,11.0,64.0,14.0,74.0,34.0,1.0,8.0,18.0,68.0,3.0,8.0,2.0,6,0.0,0.0,0.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2b,['2b'],0.2909090909090909,0.31958762886597936,114.0,0.4163636363636364,0.7359512652296157,0.43636363636363634,0.23404255319148937,0.6016260162601627,0.48120300751879697,0.22580645161290322,1.0,1.9790416649469886
715,castrst01,2016,NYA,Starlin,Castro,151.0,156.0,577.0,21.0,70.0,4.0,63.0,29.0,1.0,0.0,24.0,118.0,1.0,3.0,1.0,5,0.0,0.0,0.0,150.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2b,['2b'],0.2703639514731369,0.30049261083743845,105.0,0.43327556325823224,0.7337681740956707,0.4055459272097054,0.44680851063829785,0.5121951219512195,0.5263157894736842,0.06451612903225806,1.0,1.9553814783051648
1483,forsylo01,2016,TBA,Logan,Forsythe,127.0,135.0,511.0,20.0,52.0,6.0,76.0,24.0,4.0,6.0,46.0,127.0,0.0,8.0,0.0,2,0.0,0.0,0.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2b,['2b'],0.26418786692759294,0.3333333333333333,87.0,0.44422700587084146,0.7775603392041748,0.39628180039138944,0.425531914893617,0.6178861788617886,0.39097744360902253,0.0967741935483871,1.0,1.9274515313042047
1904,gyorkje01,2016,SLN,Jedd,Gyorko,128.0,97.0,400.0,30.0,59.0,0.0,58.0,9.0,1.0,0.0,37.0,96.0,1.0,0.0,0.0,1,0.0,0.0,11.0,46.0,39.0,26.0,0.0,0.0,0.0,0.0,0.0,2b,"['1b', '2b', '3b', 'ss']",0.2425,0.3059360730593607,57.0,0.495,0.8009360730593607,0.36375,0.6382978723404256,0.4715447154471545,0.44360902255639095,0.0,1.0,1.9172016103439709
4905,walkene01,2016,NYN,Neil,Walker,113.0,116.0,412.0,23.0,55.0,3.0,57.0,9.0,1.0,1.0,42.0,84.0,3.0,1.0,0.0,3,0.0,0.0,0.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2b,['2b'],0.2815533980582524,0.3471615720524017,83.0,0.47572815533980584,0.8228897273922076,0.4223300970873786,0.48936170212765956,0.4634146341463415,0.41353383458646614,0.04838709677419355,1.0,1.8370273647220394
215,baezja01,2016,CHN,Javier,Baez,142.0,115.0,421.0,14.0,59.0,12.0,50.0,19.0,1.0,3.0,15.0,108.0,3.0,11.0,1.0,2,0.0,0.0,6.0,59.0,62.0,25.0,2.0,0.0,0.0,2.0,0.0,3b,"['2b', '3b', 'ss']",0.27315914489311166,0.31403118040089084,81.0,0.42280285035629456,0.7368340307571855,0.4097387173396675,0.2978723404255319,0.4065040650406504,0.44360902255639095,0.1935483870967742,1.0,1.7512725324590148
4456,solarya01,2016,SDN,Yangervis,Solarte,109.0,116.0,405.0,15.0,71.0,1.0,55.0,26.0,1.0,1.0,30.0,63.0,1.0,5.0,0.0,3,0.0,0.0,2.0,15.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,3b,"['2b', '3b']",0.28641975308641976,0.34085778781038373,74.0,0.4666666666666667,0.8075244544770503,0.42962962962962964,0.3191489361702128,0.44715447154471544,0.5338345864661654,0.016129032258064516,1.0,1.7458966560687879
4788,utleych01,2016,LAN,Chase,Utley,138.0,129.0,512.0,14.0,52.0,2.0,79.0,26.0,3.0,2.0,40.0,115.0,1.0,11.0,1.0,1,0.0,0.0,0.0,134.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2b,['2b'],0.251953125,0.3191489361702128,86.0,0.396484375,0.7156333111702128,0.3779296875,0.2978723404255319,0.6422764227642277,0.39097744360902253,0.03225806451612903,1.0,1.7413139588149111
1974,harrijo05,2016,PIT,Josh,Harrison,131.0,138.0,487.0,4.0,59.0,19.0,57.0,25.0,7.0,4.0,18.0,76.0,0.0,5.0,4.0,8,0.0,0.0,0.0,128.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2b,['2b'],0.28336755646817247,0.3108108108108108,102.0,0.38809034907597534,0.6989011598867861,0.4250513347022587,0.0851063829787234,0.4634146341463415,0.44360902255639095,0.3064516129032258,1.0,1.7236329872869403
1639,gennesc01,2016,MIL,Scooter,Gennett,136.0,131.0,498.0,14.0,56.0,8.0,58.0,30.0,1.0,1.0,38.0,114.0,1.0,2.0,1.0,2,0.0,0.0,0.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2b,['2b'],0.26305220883534136,0.31666666666666665,86.0,0.41164658634538154,0.7283132530120482,0.39457831325301207,0.2978723404255319,0.4715447154471545,0.42105263157894735,0.12903225806451613,1.0,1.7140802587691617
1752,gonzama01,2016,HOU,Marwin,Gonzalez,141.0,123.0,484.0,13.0,51.0,12.0,55.0,26.0,3.0,6.0,22.0,118.0,1.0,5.0,6.0,1,0.0,0.0,92.0,14.0,22.0,11.0,18.0,1.0,0.0,19.0,3.0,1b,"['1b', '2b', '3b', 'ss', 'lf', 'of']",0.25413223140495866,0.29296875,81.0,0.40082644628099173,0.6937951962809917,0.381198347107438,0.2765957446808511,0.44715447154471544,0.38345864661654133,0.1935483870967742,1.0,1.68195559704632
2046,hernace02,2016,PHI,Cesar,Hernandez,155.0,161.0,547.0,6.0,39.0,17.0,67.0,14.0,11.0,13.0,66.0,116.0,4.0,2.0,5.0,2,0.0,0.0,0.0,149.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2b,['2b'],0.2943327239488117,0.3711507293354943,130.0,0.3930530164533821,0.7642037457888764,0.44149908592321757,0.1276595744680851,0.5447154471544715,0.2932330827067669,0.27419354838709675,1.0,1.6813007386396377
3417,panikjo01,2016,SFN,Joe,Panik,127.0,111.0,464.0,10.0,62.0,5.0,67.0,21.0,7.0,0.0,50.0,47.0,5.0,4.0,3.0,5,0.0,0.0,0.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2b,['2b'],0.23922413793103448,0.3154875717017208,73.0,0.3793103448275862,0.694797916529307,0.3588362068965517,0.2127659574468085,0.5447154471544715,0.46616541353383456,0.08064516129032258,1.0,1.6631281863219889
1211,drurybr01,2016,ARI,Brandon,Drury,134.0,130.0,461.0,16.0,53.0,1.0,59.0,31.0,1.0,1.0,31.0,100.0,2.0,3.0,0.0,4,0.0,0.0,1.0,16.0,29.0,0.0,62.0,0.0,32.0,89.0,0.0,of,"['2b', '3b', 'lf', 'rf', 'of']",0.28199566160520606,0.3286573146292585,82.0,0.45770065075921906,0.7863579653884776,0.4229934924078091,0.3404255319148936,0.4796747967479675,0.39849624060150374,0.016129032258064516,1.0,1.6577190939302384
4008,rodrise01,2016,PIT,Sean,Rodriguez,140.0,81.0,300.0,18.0,56.0,2.0,49.0,16.0,1.0,1.0,33.0,102.0,2.0,5.0,1.0,3,0.0,0.0,57.0,29.0,11.0,27.0,10.0,5.0,17.0,32.0,0.0,1b,"['1b', '2b', '3b', 'ss', 'lf', 'rf', 'of']",0.27,0.3489736070381232,46.0,0.51,0.8589736070381232,0.405,0.3829787234042553,0.3983739837398374,0.42105263157894735,0.03225806451612903,1.0,1.639663403239169
4704,travide01,2016,TOR,Devon,Travis,101.0,123.0,410.0,11.0,50.0,4.0,54.0,28.0,1.0,1.0,20.0,87.0,0.0,0.0,1.0,1,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2b,['2b'],0.3,0.33178654292343385,83.0,0.45365853658536587,0.7854450795087997,0.45,0.23404255319148937,0.43902439024390244,0.37593984962406013,0.06451612903225806,1.0,1.5635229220917097
2439,kendrho01,2016,LAN,Howie,Kendrick,146.0,124.0,487.0,8.0,40.0,10.0,65.0,26.0,2.0,2.0,50.0,96.0,2.0,3.0,0.0,3,0.0,0.0,11.0,32.0,17.0,0.0,94.0,0.0,0.0,94.0,1.0,lf,"['1b', '2b', '3b', 'lf', 'of']",0.2546201232032854,0.3259668508287293,88.0,0.3655030800821355,0.6914699309108647,0.38193018480492813,0.1702127659574468,0.5284552845528455,0.3007518796992481,0.16129032258064516,1.0,1.5426404375951137
1452,florewi01,2016,NYN,Wilmer,Flores,103.0,82.0,307.0,16.0,49.0,1.0,38.0,14.0,0.0,1.0,23.0,48.0,0.0,2.0,0.0,3,0.0,0.0,27.0,18.0,51.0,8.0,0.0,0.0,0.0,0.0,0.0,3b,"['1b', '2b', '3b']",0.2671009771986971,0.3194029850746269,52.0,0.46905537459283386,0.7884583596674608,0.4006514657980456,0.3404255319148936,0.3089430894308943,0.3684210526315789,0.016129032258064516,1.0,1.434570172033477
4296,schimry01,2016,SDN,Ryan,Schimpf,89.0,60.0,276.0,20.0,51.0,1.0,48.0,17.0,5.0,1.0,42.0,105.0,3.0,9.0,0.0,3,0.0,0.0,0.0,68.0,14.0,0.0,1.0,0.0,0.0,1.0,0.0,2b,"['2b', '3b']",0.21739130434782608,0.33636363636363636,18.0,0.532608695652174,0.8689723320158103,0.32608695652173914,0.425531914893617,0.3902439024390244,0.38345864661654133,0.016129032258064516,0.9136,1.408269133613202
1774,gordode01,2016,MIA,Dee,Gordon,79.0,87.0,325.0,1.0,14.0,30.0,47.0,7.0,6.0,7.0,18.0,55.0,1.0,0.0,1.0,1,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2b,['2b'],0.2676923076923077,0.30523255813953487,73.0,0.3353846153846154,0.6406171735241503,0.4015384615384615,0.02127659574468085,0.3821138211382114,0.10526315789473684,0.4838709677419355,1.0,1.394063004058026
4170,saladty01,2016,CHA,Tyler,Saladino,93.0,84.0,298.0,8.0,38.0,11.0,33.0,14.0,0.0,5.0,13.0,62.0,0.0,3.0,2.0,3,0.0,0.0,2.0,41.0,10.0,32.0,1.0,1.0,1.0,3.0,2.0,2b,"['2b', '3b', 'ss']",0.28187919463087246,0.31545741324921134,62.0,0.40939597315436244,0.7248533864035738,0.4228187919463087,0.1702127659574468,0.2682926829268293,0.2857142857142857,0.1774193548387097,0.9928,1.3149217846376184
2580,lawribr01,2016,CHA,Brett,Lawrie,94.0,87.0,351.0,12.0,36.0,7.0,35.0,22.0,0.0,3.0,30.0,109.0,2.0,2.0,0.0,1,0.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2b,['2b'],0.24786324786324787,0.3098958333333333,53.0,0.4131054131054131,0.7230012464387464,0.3717948717948718,0.2553191489361702,0.2845528455284553,0.2706766917293233,0.11290322580645161,1.0,1.2952467837952724
1166,dietrde01,2016,MIA,Derek,Dietrich,128.0,98.0,351.0,7.0,42.0,1.0,39.0,20.0,5.0,0.0,32.0,84.0,2.0,24.0,0.0,5,0.0,0.0,16.0,75.0,13.0,0.0,8.0,0.0,0.0,8.0,0.0,2b,"['1b', '2b', '3b']",0.2792022792022792,0.3737864077669903,66.0,0.42450142450142453,0.7982878322684148,0.4188034188034188,0.14893617021276595,0.3170731707317073,0.3157894736842105,0.016129032258064516,1.0,1.2167312656901672
3602,peterja01,2016,ATL,Jace,Peterson,115.0,89.0,350.0,7.0,29.0,5.0,45.0,16.0,1.0,5.0,52.0,69.0,2.0,1.0,2.0,3,0.0,0.0,0.0,87.0,1.0,0.0,15.0,1.0,0.0,16.0,0.0,2b,"['2b', 'lf', 'of']",0.2542857142857143,0.3497536945812808,65.0,0.3657142857142857,0.7154679802955666,0.38142857142857145,0.14893617021276595,0.36585365853658536,0.21804511278195488,0.08064516129032258,1.0,1.1949086742502004
1655,giavojo01,2016,LAA,Johnny,Giavotella,99.0,90.0,346.0,6.0,31.0,4.0,44.0,20.0,1.0,3.0,13.0,39.0,0.0,1.0,4.0,3,0.0,0.0,0.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2b,['2b'],0.26011560693641617,0.2865013774104683,63.0,0.37572254335260113,0.6622239207630695,0.3901734104046243,0.1276595744680851,0.35772357723577236,0.23308270676691728,0.06451612903225806,1.0,1.173155397907657
2995,merriwh01,2016,KCA,Whit,Merrifield,81.0,88.0,311.0,2.0,29.0,8.0,44.0,22.0,3.0,3.0,19.0,72.0,1.0,0.0,1.0,1,0.0,0.0,1.0,65.0,5.0,0.0,13.0,0.0,4.0,16.0,1.0,2b,"['2b', 'lf', 'of']",0.2829581993569132,0.32326283987915405,61.0,0.39228295819935693,0.7155457980785109,0.4244372990353698,0.0425531914893617,0.35772357723577236,0.21804511278195488,0.12903225806451613,1.0,1.171791438606975
2349,johnske05,2016,NYN,Kelly,Johnson,131.0,75.0,304.0,10.0,34.0,4.0,25.0,14.0,0.0,0.0,25.0,65.0,2.0,2.0,0.0,1,0.0,0.0,3.0,52.0,21.0,1.0,15.0,0.0,0.0,15.0,0.0,2b,"['2b', '3b', 'lf', 'of']",0.24671052631578946,0.3072289156626506,51.0,0.39144736842105265,0.6986762840837033,0.37006578947368424,0.2127659574468085,0.2032520325203252,0.2556390977443609,0.06451612903225806,1.0,1.106239006217437
5041,wongko01,2016,SLN,Kolten,Wong,121.0,75.0,313.0,5.0,23.0,7.0,39.0,7.0,7.0,0.0,34.0,52.0,2.0,9.0,0.0,5,0.0,0.0,0.0,88.0,0.0,0.0,6.0,8.0,4.0,16.0,0.0,2b,"['2b', 'of']",0.23961661341853036,0.3268698060941828,56.0,0.3546325878594249,0.6815023939536078,0.35942492012779553,0.10638297872340426,0.3170731707317073,0.17293233082706766,0.11290322580645161,1.0,1.0687166262164265
3562,perazjo01,2016,CIN,Jose,Peraza,72.0,78.0,241.0,3.0,25.0,21.0,25.0,8.0,2.0,10.0,7.0,33.0,0.0,5.0,0.0,3,0.0,0.0,0.0,12.0,0.0,31.0,8.0,13.0,0.0,21.0,1.0,ss,"['2b', 'ss', 'cf', 'of']",0.3236514522821577,0.3515625,65.0,0.4107883817427386,0.7623508817427386,0.48547717842323657,0.06382978723404255,0.2032520325203252,0.18796992481203006,0.3387096774193548,0.7876000000000001,1.0075283216821198
1112,descada01,2016,COL,Daniel,Descalso,99.0,66.0,250.0,8.0,38.0,3.0,38.0,12.0,2.0,0.0,34.0,56.0,3.0,1.0,0.0,4,0.0,0.0,16.0,14.0,4.0,31.0,7.0,0.0,0.0,7.0,4.0,ss,"['1b', '2b', 'ss']",0.264,0.3494809688581315,44.0,0.424,0.7734809688581314,0.396,0.1702127659574468,0.3089430894308943,0.2857142857142857,0.04838709677419355,0.82,0.9915909350589928
2108,hillaa01,2016,MIL,Aaron,Hill,78.0,72.0,254.0,8.0,29.0,4.0,34.0,11.0,0.0,2.0,30.0,43.0,0.0,2.0,0.0,4,0.0,0.0,0.0,24.0,103.0,0.0,0.0,0.0,0.0,0.0,1.0,3b,"['2b', '3b']",0.28346456692913385,0.3586206896551724,53.0,0.421259842519685,0.7798805321748574,0.4251968503937008,0.1702127659574468,0.2764227642276423,0.21804511278195488,0.06451612903225806,0.8344,0.9632260385247214
2723,lowrije01,2016,OAK,Jed,Lowrie,87.0,89.0,338.0,2.0,27.0,0.0,30.0,12.0,1.0,0.0,26.0,65.0,0.0,1.0,0.0,4,0.0,0.0,0.0,82.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,2b,['2b'],0.26331360946745563,0.3143631436314363,74.0,0.3224852071005917,0.636848350732028,0.39497041420118345,0.0425531914893617,0.24390243902439024,0.20300751879699247,0.0,1.0,0.8844335635119278
245,barneda01,2016,TOR,Darwin,Barney,104.0,75.0,279.0,4.0,19.0,2.0,35.0,13.0,2.0,2.0,22.0,48.0,1.0,1.0,2.0,2,1.0,0.0,0.0,40.0,32.0,25.0,5.0,0.0,0.0,5.0,0.0,2b,"['2b', '3b', 'ss']",0.26881720430107525,0.3223684210526316,56.0,0.3727598566308244,0.695128277683456,0.4032258064516129,0.0851063829787234,0.2845528455284553,0.14285714285714285,0.03225806451612903,0.9244,0.8763314240117593
4068,rosalad01,2016,SDN,Adam,Rosales,105.0,49.0,214.0,13.0,35.0,4.0,37.0,12.0,3.0,0.0,29.0,88.0,2.0,1.0,0.0,4,0.0,0.0,1.0,36.0,41.0,15.0,2.0,0.0,1.0,3.0,1.0,3b,"['2b', '3b', 'ss']",0.22897196261682243,0.3185483870967742,21.0,0.4953271028037383,0.8138754899005125,0.34345794392523366,0.2765957446808511,0.3008130081300813,0.2631578947368421,0.06451612903225806,0.6904,0.8619925134368357
3734,profaju01,2016,TEX,Jurickson,Profar,90.0,65.0,272.0,5.0,20.0,2.0,35.0,6.0,3.0,1.0,30.0,61.0,0.0,3.0,2.0,0,0.0,0.0,17.0,19.0,25.0,11.0,14.0,0.0,0.0,14.0,6.0,3b,"['1b', '2b', '3b', 'ss', 'lf', 'of']",0.23897058823529413,0.32131147540983607,51.0,0.3382352941176471,0.6595467695274831,0.35845588235294124,0.10638297872340426,0.2845528455284553,0.15037593984962405,0.03225806451612903,0.8992,0.838077519304722
3487,pearcst01,2016,TBA,Steve,Pearce,60.0,63.0,204.0,10.0,29.0,0.0,26.0,11.0,1.0,3.0,26.0,40.0,2.0,1.0,0.0,1,0.0,0.0,40.0,15.0,2.0,0.0,7.0,0.0,6.0,12.0,13.0,1b,"['1b', '2b', 'of', 'dh']",0.3088235294117647,0.3879310344827586,41.0,0.5196078431372549,0.9075388776200135,0.4632352941176471,0.2127659574468085,0.21138211382113822,0.21804511278195488,0.0,0.6544,0.7233923961128438
288,beckhgo01,2016,SFN,Gordon,Beckham,85.0,52.0,240.0,5.0,30.0,1.0,25.0,16.0,1.0,0.0,26.0,50.0,1.0,4.0,0.0,3,0.0,0.0,0.0,51.0,18.0,11.0,0.0,0.0,0.0,0.0,0.0,2b,"['2b', '3b', 'ss']",0.21666666666666667,0.30036630036630035,30.0,0.3541666666666667,0.654532967032967,0.325,0.10638297872340426,0.2032520325203252,0.22556390977443608,0.016129032258064516,0.784,0.6870411153685644
1010,darnach01,2016,ATL,Chase,d'Arnaud,84.0,57.0,233.0,1.0,21.0,9.0,24.0,14.0,2.0,3.0,23.0,50.0,1.0,3.0,0.0,3,0.0,0.0,0.0,10.0,19.0,21.0,8.0,4.0,1.0,13.0,0.0,ss,"['2b', '3b', 'ss', 'of']",0.2446351931330472,0.31679389312977096,40.0,0.33476394849785407,0.6515578416276251,0.36695278969957085,0.02127659574468085,0.1951219512195122,0.15789473684210525,0.14516129032258066,0.7588,0.6726059076730277
1572,garcigr01,2016,SLN,Greg,Garcia,99.0,59.0,214.0,3.0,17.0,1.0,33.0,11.0,0.0,1.0,38.0,50.0,4.0,4.0,0.0,1,0.0,0.0,0.0,26.0,31.0,30.0,0.0,0.0,0.0,0.0,0.0,3b,"['2b', '3b', 'ss']",0.2757009345794392,0.39299610894941633,45.0,0.3691588785046729,0.7621549874540892,0.41355140186915884,0.06382978723404255,0.2682926829268293,0.12781954887218044,0.016129032258064516,0.6904,0.6141953416618543
1797,gosseph01,2016,ARI,Philip,Gosselin,122.0,61.0,220.0,2.0,13.0,3.0,26.0,12.0,1.0,0.0,15.0,46.0,0.0,1.0,2.0,2,0.0,0.0,6.0,35.0,10.0,0.0,2.0,0.0,1.0,3.0,1.0,2b,"['2b', '3b']",0.2772727272727273,0.3235294117647059,46.0,0.36818181818181817,0.691711229946524,0.41590909090909095,0.0425531914893617,0.21138211382113822,0.09774436090225563,0.04838709677419355,0.712,0.5809748079739805
