,playerID,yearID,LastOfteamID,nameFirst,nameLast,G,H,AB,HR,RBI,SB,R,2B,3B,CS,BB,SO,IBB,HBP,SH,SF,G_p,G_c,G_1b,G_2b,G_3b,G_ss,G_lf,G_cf,G_rf,G_of,G_dh,prim_pos,other_pos,BA,OBP,1B,SLG,OPS,BA_Scaled,HR_Scaled,R_Scaled,RBI_Scaled,SB_Scaled,Penalty,AdjStars
4820,vargake01,2016,MIN,Kennys,Vargas,47.0,35.0,152.0,10.0,20.0,0.0,27.0,11.0,0.0,0.0,24.0,57.0,1.0,0.0,0.0,1,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1b,"['1b', 'dh']",0.23026315789473684,0.3333333333333333,14.0,0.5,0.8333333333333333,0.34539473684210525,0.2127659574468085,0.21951219512195122,0.15037593984962405,0.0,0.46720000000000006,0.4335844130305006
1217,dudalu01,2016,NYN,Lucas,Duda,47.0,35.0,153.0,7.0,23.0,0.0,20.0,7.0,0.0,0.0,15.0,36.0,2.0,2.0,0.0,2,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1b,['1b'],0.22875816993464052,0.3023255813953488,21.0,0.4117647058823529,0.7140902872777017,0.3431372549019608,0.14893617021276595,0.16260162601626016,0.17293233082706766,0.0,0.4708,0.38963755542585204
3874,refsnro01,2016,NYA,Rob,Refsnyder,58.0,38.0,152.0,0.0,12.0,2.0,25.0,9.0,0.0,1.0,18.0,30.0,2.0,1.0,0.0,3,0.0,0.0,25.0,8.0,1.0,0.0,5.0,0.0,23.0,27.0,0.0,of,"['1b', 'rf', 'of']",0.25,0.3275862068965517,29.0,0.3092105263157895,0.6367967332123412,0.375,0.0,0.2032520325203252,0.09022556390977443,0.03225806451612903,0.46720000000000006,0.3273837007940781
301,belljo02,2016,PIT,Josh,Bell,45.0,35.0,128.0,3.0,19.0,0.0,18.0,8.0,0.0,1.0,21.0,19.0,0.0,0.0,0.0,3,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,1b,"['1b', 'rf', 'of']",0.2734375,0.3684210526315789,24.0,0.40625,0.774671052631579,0.41015625,0.06382978723404255,0.14634146341463414,0.14285714285714285,0.0,0.3808,0.29062071224701613
803,choiji01,2016,LAA,Ji-Man,Choi,54.0,19.0,112.0,5.0,12.0,2.0,9.0,4.0,0.0,4.0,16.0,27.0,1.0,0.0,0.0,1,0.0,0.0,27.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0,6.0,1b,"['1b', 'lf', 'of']",0.16964285714285715,0.2713178294573643,10.0,0.3392857142857143,0.6106035437430786,0.25446428571428575,0.10638297872340426,0.07317073170731707,0.09022556390977443,0.03225806451612903,0.32320000000000004,0.17986132506131827
3869,reedaj01,2016,HOU,A. J.,Reed,45.0,20.0,122.0,3.0,8.0,0.0,11.0,3.0,0.0,0.0,18.0,48.0,0.0,0.0,0.0,1,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1b,['1b'],0.16393442622950818,0.2695035460992908,14.0,0.26229508196721313,0.5317986280665039,0.2459016393442623,0.06382978723404255,0.08943089430894309,0.06015037593984962,0.0,0.35919999999999996,0.16498512070029342
181,austity01,2016,NYA,Tyler,Austin,31.0,20.0,83.0,5.0,12.0,1.0,7.0,3.0,0.0,0.0,7.0,36.0,0.0,0.0,0.0,0,0.0,0.0,27.0,0.0,0.0,0.0,2.0,0.0,3.0,5.0,1.0,1b,['1b'],0.24096385542168675,0.3,12.0,0.4578313253012048,0.7578313253012048,0.3614457831325301,0.10638297872340426,0.056910569105691054,0.09022556390977443,0.016129032258064516,0.2188,0.13808335125592683
3468,paulsbe01,2016,COL,Ben,Paulsen,39.0,20.0,92.0,1.0,11.0,0.0,8.0,5.0,0.0,0.0,5.0,27.0,1.0,0.0,0.0,0,0.0,0.0,23.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,1b,['1b'],0.21739130434782608,0.25773195876288657,14.0,0.30434782608695654,0.5620797848498431,0.32608695652173914,0.02127659574468085,0.06504065040650407,0.08270676691729323,0.0,0.25120000000000003,0.12437187556106259
4108,rufda01,2016,PHI,Darin,Ruf,43.0,17.0,83.0,3.0,9.0,0.0,8.0,2.0,0.0,1.0,4.0,25.0,0.0,0.0,0.0,2,0.0,0.0,14.0,0.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,1b,"['1b', 'lf', 'of']",0.20481927710843373,0.23595505617977527,12.0,0.3373493975903614,0.5733044537701367,0.3072289156626506,0.06382978723404255,0.06504065040650407,0.06766917293233082,0.0,0.2188,0.11022455354033353
623,campber01,2016,NYN,Eric,Campbell,40.0,13.0,75.0,1.0,9.0,1.0,9.0,1.0,0.0,0.0,10.0,24.0,1.0,2.0,0.0,1,0.0,0.0,21.0,1.0,7.0,0.0,2.0,0.0,0.0,2.0,0.0,1b,['1b'],0.17333333333333334,0.2840909090909091,11.0,0.22666666666666666,0.5107575757575757,0.26,0.02127659574468085,0.07317073170731707,0.06766917293233082,0.016129032258064516,0.19,0.08326665120205472
3486,pearcst01,2016,TBA,Steve,Pearce,25.0,13.0,60.0,3.0,6.0,0.0,9.0,2.0,0.0,0.0,8.0,14.0,0.0,2.0,0.0,0,0.0,0.0,40.0,15.0,2.0,0.0,7.0,0.0,6.0,12.0,13.0,1b,"['1b', '2b', 'of', 'dh']",0.21666666666666667,0.32857142857142857,8.0,0.4,0.7285714285714286,0.325,0.06382978723404255,0.07317073170731707,0.045112781954887216,0.0,0.136,0.06896740892188957
556,butlebi03,2016,OAK,Billy,Butler,12.0,10.0,29.0,1.0,4.0,0.0,3.0,2.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,1,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,dh,"['1b', 'dh']",0.3448275862068966,0.375,7.0,0.5172413793103449,0.8922413793103449,0.5172413793103449,0.02127659574468085,0.024390243902439025,0.03007518796992481,0.0,0.1,0.05929834069273896
644,cardust01,2016,COL,Stephen,Cardullo,27.0,12.0,56.0,2.0,6.0,0.0,5.0,3.0,1.0,0.0,3.0,12.0,0.0,0.0,0.0,0,0.0,0.0,15.0,0.0,0.0,0.0,2.0,0.0,3.0,4.0,0.0,1b,['1b'],0.21428571428571427,0.2542372881355932,6.0,0.4107142857142857,0.6649515738498789,0.32142857142857145,0.0425531914893617,0.04065040650406504,0.045112781954887216,0.0,0.12160000000000001,0.054688986087429274
4318,scrugxa01,2016,MIA,Xavier,Scruggs,24.0,13.0,62.0,1.0,5.0,0.0,1.0,3.0,0.0,0.0,5.0,20.0,0.0,2.0,0.0,0,0.0,0.0,19.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1b,['1b'],0.20967741935483872,0.2898550724637681,9.0,0.3064516129032258,0.5963066853669939,0.3145161290322581,0.02127659574468085,0.008130081300813009,0.03759398496240601,0.0,0.1432,0.05463320447695062
4344,shaffri01,2016,TBA,Richie,Shaffer,20.0,12.0,48.0,1.0,4.0,0.0,5.0,6.0,0.0,1.0,5.0,18.0,0.0,0.0,0.0,1,0.0,0.0,11.0,0.0,4.0,0.0,0.0,0.0,2.0,2.0,5.0,1b,['1b'],0.25,0.3148148148148148,5.0,0.4375,0.7523148148148149,0.375,0.02127659574468085,0.04065040650406504,0.03007518796992481,0.0,0.1,0.04670021902186708
18,ackledu01,2016,NYA,Dustin,Ackley,28.0,9.0,61.0,0.0,4.0,0.0,6.0,0.0,0.0,0.0,8.0,9.0,0.0,0.0,0.0,1,0.0,0.0,13.0,1.0,0.0,0.0,0.0,0.0,9.0,9.0,3.0,1b,['1b'],0.14754098360655737,0.24285714285714285,9.0,0.14754098360655737,0.3903981264637002,0.22131147540983606,0.0,0.04878048780487805,0.03007518796992481,0.0,0.1396,0.04190333430537559
2420,kellydo01,2016,MIA,Don,Kelly,13.0,4.0,27.0,0.0,3.0,0.0,2.0,0.0,2.0,0.0,2.0,5.0,0.0,0.0,0.0,1,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1b,['1b'],0.14814814814814814,0.2,2.0,0.2962962962962963,0.4962962962962963,0.2222222222222222,0.0,0.016260162601626018,0.022556390977443608,0.0,0.1,0.02610387758012919
