,playerID,yearID,LastOfteamID,nameFirst,nameLast,weight,height,bats,lgID,G,H,AB,HR,RBI,SB,R,2B,3B,CS,BB,SO,IBB,HBP,SH,SF,GIDP,G_p,G_c,G_1b,G_2b,G_3b,G_ss,G_lf,G_cf,G_rf,G_of,G_dh,debut,birthCountry,prim_pos,other_pos,BA,OBP,1B,SLG,OPS,BA_Scaled,HR_Scaled,R_Scaled,RBI_Scaled,SB_Scaled,Penalty,AdjStars
1355,teixema01,2016,NYA,Mark,Teixeira,225,75,B,AL,116.0,79.0,387.0,15.0,44.0,2.0,43.0,16.0,0.0,0.0,47.0,105.0,1.0,2.0,0.0,2.0,7.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2003-04-01,USA,1b,['1b'],0.2041343669250646,0.2922374429223744,48.0,0.36175710594315247,0.6539945488655269,0.3062015503875969,0.3191489361702128,0.34959349593495936,0.3308270676691729,0.03225806451612903,1.0,1.3380291146780712
139,bourju01,2016,MIA,Justin,Bour,265,75,L,NL,90.0,74.0,280.0,15.0,51.0,0.0,35.0,12.0,1.0,0.0,38.0,56.0,9.0,0.0,0.0,3.0,8.0,0.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2014-06-05,USA,1b,['1b'],0.2642857142857143,0.34890965732087226,46.0,0.475,0.8239096573208722,0.39642857142857146,0.3191489361702128,0.2845528455284553,0.38345864661654133,0.0,0.928,1.2839705917622286
758,leeda02,2016,SEA,Dae-ho,Lee,250,76,R,AL,104.0,74.0,292.0,14.0,49.0,0.0,33.0,9.0,0.0,0.0,20.0,74.0,2.0,5.0,0.0,0.0,8.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2016-04-04,South Korea,1b,['1b'],0.2534246575342466,0.31230283911671924,51.0,0.4280821917808219,0.7403850308975412,0.3801369863013699,0.2978723404255319,0.2682926829268293,0.3684210526315789,0.0,0.9712000000000001,1.2768590380914933
687,jasojo01,2016,PIT,John,Jaso,205,74,L,NL,132.0,102.0,380.0,8.0,42.0,0.0,45.0,25.0,3.0,4.0,45.0,74.0,0.0,5.0,1.0,1.0,8.0,0.0,0.0,108.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2008-09-06,USA,1b,['1b'],0.26842105263157895,0.35266821345707655,66.0,0.4131578947368421,0.7658261081939186,0.40263157894736845,0.1702127659574468,0.36585365853658536,0.3157894736842105,0.0,1.0,1.2544874771256112
817,marteje01,2016,LAA,Jefry,Marte,220,73,R,AL,88.0,65.0,258.0,15.0,44.0,2.0,38.0,14.0,0.0,2.0,18.0,59.0,0.0,5.0,0.0,3.0,8.0,0.0,0.0,29.0,0.0,22.0,0.0,27.0,0.0,0.0,27.0,4.0,2015-07-05,D.R.,1b,"['1b', '3b', 'lf', 'of']",0.25193798449612403,0.30985915492957744,36.0,0.4806201550387597,0.7904793099683372,0.37790697674418605,0.3191489361702128,0.3089430894308943,0.3308270676691729,0.03225806451612903,0.8488,1.162078613389569
1286,smoakju01,2016,TOR,Justin,Smoak,220,76,B,AL,126.0,65.0,299.0,14.0,34.0,1.0,33.0,10.0,0.0,0.0,40.0,112.0,1.0,2.0,0.0,0.0,7.0,0.0,0.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2010-04-23,USA,1b,['1b'],0.21739130434782608,0.31378299120234604,41.0,0.391304347826087,0.705087339028433,0.32608695652173914,0.2978723404255319,0.2682926829268293,0.2556390977443609,0.016129032258064516,0.9964,1.1598296374809702
998,pearcst01,2016,BAL,Steve,Pearce,200,71,R,AL,85.0,76.0,264.0,13.0,35.0,0.0,35.0,13.0,1.0,3.0,34.0,54.0,2.0,3.0,0.0,1.0,5.0,0.0,0.0,40.0,15.0,2.0,0.0,7.0,0.0,6.0,12.0,13.0,2007-09-01,USA,1b,"['1b', '2b', 'of', 'dh']",0.2878787878787879,0.3741721854304636,49.0,0.49242424242424243,0.866596427854706,0.4318181818181819,0.2765957446808511,0.2845528455284553,0.2631578947368421,0.0,0.8704000000000001,1.093330909951673
772,loneyja01,2016,NYN,James,Loney,235,75,L,NL,100.0,91.0,343.0,9.0,34.0,0.0,30.0,16.0,1.0,0.0,16.0,37.0,3.0,5.0,1.0,1.0,11.0,0.0,0.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2006-04-04,USA,1b,['1b'],0.2653061224489796,0.30684931506849317,65.0,0.3965014577259475,0.7033507727944407,0.39795918367346944,0.19148936170212766,0.24390243902439024,0.2556390977443609,0.0,1.0,1.0889900821443483
696,johnsch05,2016,MIA,Chris,Johnson,225,75,R,NL,113.0,54.0,243.0,5.0,24.0,0.0,20.0,11.0,0.0,0.0,19.0,78.0,2.0,1.0,1.0,0.0,13.0,0.0,0.0,81.0,0.0,11.0,0.0,2.0,0.0,0.0,2.0,0.0,2009-09-09,USA,1b,"['1b', '3b']",0.2222222222222222,0.2813688212927757,38.0,0.3292181069958848,0.6105869282886605,0.3333333333333333,0.10638297872340426,0.16260162601626016,0.18045112781954886,0.0,0.7948,0.6221448535713959
1168,robincl01,2016,WAS,Clint,Robinson,240,77,L,NL,104.0,46.0,196.0,5.0,26.0,0.0,16.0,4.0,0.0,0.0,20.0,38.0,0.0,2.0,1.0,5.0,4.0,0.0,0.0,46.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,1.0,2012-06-08,USA,1b,['1b'],0.23469387755102042,0.30493273542600896,37.0,0.33163265306122447,0.6365653884872334,0.35204081632653067,0.10638297872340426,0.13008130081300814,0.19548872180451127,0.0,0.6256,0.4904665323327595
1408,vargake01,2016,MIN,Kennys,Vargas,290,77,B,AL,47.0,35.0,152.0,10.0,20.0,0.0,27.0,11.0,0.0,0.0,24.0,57.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2014-08-01,P.R.,1b,"['1b', 'dh']",0.23026315789473684,0.3333333333333333,14.0,0.5,0.8333333333333333,0.34539473684210525,0.2127659574468085,0.21951219512195122,0.15037593984962405,0.0,0.46720000000000006,0.4335844130305006
378,dudalu01,2016,NYN,Lucas,Duda,255,76,L,NL,47.0,35.0,153.0,7.0,23.0,0.0,20.0,7.0,0.0,0.0,15.0,36.0,2.0,2.0,0.0,2.0,1.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-09-01,USA,1b,['1b'],0.22875816993464052,0.3023255813953488,21.0,0.4117647058823529,0.7140902872777017,0.3431372549019608,0.14893617021276595,0.16260162601626016,0.17293233082706766,0.0,0.4708,0.38963755542585204
93,belljo02,2016,PIT,Josh,Bell,240,74,B,NL,45.0,35.0,128.0,3.0,19.0,0.0,18.0,8.0,0.0,1.0,21.0,19.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,2016-07-08,USA,1b,"['1b', 'rf', 'of']",0.2734375,0.3684210526315789,24.0,0.40625,0.774671052631579,0.41015625,0.06382978723404255,0.14634146341463414,0.14285714285714285,0.0,0.3808,0.29062071224701613
263,choiji01,2016,LAA,Ji-Man,Choi,230,73,L,AL,54.0,19.0,112.0,5.0,12.0,2.0,9.0,4.0,0.0,4.0,16.0,27.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,27.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0,6.0,2016-04-05,South Korea,1b,"['1b', 'lf', 'of']",0.16964285714285715,0.2713178294573643,10.0,0.3392857142857143,0.6106035437430786,0.25446428571428575,0.10638297872340426,0.07317073170731707,0.09022556390977443,0.03225806451612903,0.32320000000000004,0.17986132506131827
1135,reedaj01,2016,HOU,A. J.,Reed,275,76,L,AL,45.0,20.0,122.0,3.0,8.0,0.0,11.0,3.0,0.0,0.0,18.0,48.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2016-06-25,USA,1b,['1b'],0.16393442622950818,0.2695035460992908,14.0,0.26229508196721313,0.5317986280665039,0.2459016393442623,0.06382978723404255,0.08943089430894309,0.06015037593984962,0.0,0.35919999999999996,0.16498512070029342
65,austity01,2016,NYA,Tyler,Austin,220,74,R,AL,31.0,20.0,83.0,5.0,12.0,1.0,7.0,3.0,0.0,0.0,7.0,36.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,0.0,0.0,0.0,2.0,0.0,3.0,5.0,1.0,2016-08-13,USA,1b,['1b'],0.24096385542168675,0.3,12.0,0.4578313253012048,0.7578313253012048,0.3614457831325301,0.10638297872340426,0.056910569105691054,0.09022556390977443,0.016129032258064516,0.2188,0.13808335125592683
993,paulsbe01,2016,COL,Ben,Paulsen,210,76,L,NL,39.0,20.0,92.0,1.0,11.0,0.0,8.0,5.0,0.0,0.0,5.0,27.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,23.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,2014-05-22,USA,1b,['1b'],0.21739130434782608,0.25773195876288657,14.0,0.30434782608695654,0.5620797848498431,0.32608695652173914,0.02127659574468085,0.06504065040650407,0.08270676691729323,0.0,0.25120000000000003,0.12437187556106259
1203,rufda01,2016,PHI,Darin,Ruf,250,75,R,NL,43.0,17.0,83.0,3.0,9.0,0.0,8.0,2.0,0.0,1.0,4.0,25.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,14.0,0.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,2012-09-14,USA,1b,"['1b', 'lf', 'of']",0.20481927710843373,0.23595505617977527,12.0,0.3373493975903614,0.5733044537701367,0.3072289156626506,0.06382978723404255,0.06504065040650407,0.06766917293233082,0.0,0.2188,0.11022455354033353
988,parmech01,2016,NYA,Chris,Parmelee,220,73,L,AL,6.0,4.0,8.0,2.0,4.0,0.0,4.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-09-06,USA,1b,[],0.5,0.5,1.0,1.375,1.875,0.75,0.0425531914893617,0.032520325203252036,0.03007518796992481,0.0,0.1,0.08551487046625386
210,campber01,2016,NYN,Eric,Campbell,215,75,R,NL,40.0,13.0,75.0,1.0,9.0,1.0,9.0,1.0,0.0,0.0,10.0,24.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,21.0,1.0,7.0,0.0,2.0,0.0,0.0,2.0,0.0,2014-05-10,USA,1b,['1b'],0.17333333333333334,0.2840909090909091,11.0,0.22666666666666666,0.5107575757575757,0.26,0.02127659574468085,0.07317073170731707,0.06766917293233082,0.016129032258064516,0.19,0.08326665120205472
644,hicksjo02,2016,DET,John,Hicks,230,74,R,AL,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-08-29,USA,1b,[],0.5,0.5,0.0,1.0,1.5,0.75,0.0,0.008130081300813009,0.0,0.0,0.1,0.07581300813008131
217,cardust01,2016,COL,Stephen,Cardullo,215,72,R,NL,27.0,12.0,56.0,2.0,6.0,0.0,5.0,3.0,1.0,0.0,3.0,12.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,15.0,0.0,0.0,0.0,2.0,0.0,3.0,4.0,0.0,2016-08-26,USA,1b,['1b'],0.21428571428571427,0.2542372881355932,6.0,0.4107142857142857,0.6649515738498789,0.32142857142857145,0.0425531914893617,0.04065040650406504,0.045112781954887216,0.0,0.12160000000000001,0.054688986087429274
1260,scrugxa01,2016,MIA,Xavier,Scruggs,215,72,R,NL,24.0,13.0,62.0,1.0,5.0,0.0,1.0,3.0,0.0,0.0,5.0,20.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2014-09-04,USA,1b,['1b'],0.20967741935483872,0.2898550724637681,9.0,0.3064516129032258,0.5963066853669939,0.3145161290322581,0.02127659574468085,0.008130081300813009,0.03759398496240601,0.0,0.1432,0.05463320447695062
1277,shaffri01,2016,TBA,Richie,Shaffer,220,75,R,AL,20.0,12.0,48.0,1.0,4.0,0.0,5.0,6.0,0.0,1.0,5.0,18.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,0.0,4.0,0.0,0.0,0.0,2.0,2.0,5.0,2015-08-03,USA,1b,['1b'],0.25,0.3148148148148148,5.0,0.4375,0.7523148148148149,0.375,0.02127659574468085,0.04065040650406504,0.03007518796992481,0.0,0.1,0.04670021902186708
