,playerID,yearID,LastOfteamID,nameFirst,nameLast,G,H,AB,HR,RBI,SB,R,2B,3B,CS,BB,SO,IBB,HBP,SH,SF,G_p,G_c,G_1b,G_2b,G_3b,G_ss,G_lf,G_cf,G_rf,G_of,G_dh,prim_pos,other_pos,BA,OBP,1B,SLG,OPS,BA_Scaled,HR_Scaled,R_Scaled,RBI_Scaled,SB_Scaled,Penalty,AdjStars
3298,nunezed02,2016,SFN,Eduardo,Nunez,91.0,110.0,371.0,12.0,47.0,27.0,49.0,15.0,1.0,6.0,15.0,58.0,0.0,3.0,2.0,5,0.0,0.0,0.0,6.0,81.0,55.0,0.0,0.0,0.0,0.0,6.0,3b,"['3b', 'ss']",0.29649595687331537,0.3248730964467005,82.0,0.4393530997304582,0.7642261961771587,0.4447439353099731,0.2553191489361702,0.3983739837398374,0.3533834586466165,0.43548387096774194,1.0,1.8873043976003392
4236,sanomi01,2016,MIN,Miguel,Sano,116.0,103.0,437.0,25.0,66.0,1.0,57.0,22.0,1.0,0.0,54.0,178.0,1.0,1.0,0.0,3,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,38.0,38.0,36.0,3b,"['3b', 'rf', 'of', 'dh']",0.23569794050343248,0.3191919191919192,55.0,0.4622425629290618,0.781434482120981,0.35354691075514877,0.5319148936170213,0.4634146341463415,0.49624060150375937,0.016129032258064516,1.0,1.8612460722803355
4352,shawtr01,2016,BOS,Travis,Shaw,145.0,116.0,480.0,16.0,71.0,5.0,63.0,34.0,2.0,1.0,43.0,133.0,4.0,3.0,0.0,4,0.0,0.0,50.0,0.0,105.0,0.0,1.0,0.0,0.0,1.0,2.0,3b,"['1b', '3b']",0.24166666666666667,0.30566037735849055,64.0,0.42083333333333334,0.7264937106918239,0.36250000000000004,0.3404255319148936,0.5121951219512195,0.5338345864661654,0.08064516129032258,1.0,1.8296004016226013
3714,pradoma01,2016,MIA,Martin,Prado,153.0,183.0,600.0,8.0,75.0,2.0,70.0,37.0,3.0,2.0,49.0,69.0,4.0,4.0,0.0,5,0.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,1.0,3b,['3b'],0.305,0.3586626139817629,135.0,0.4166666666666667,0.7753292806484295,0.4575,0.1702127659574468,0.5691056910569106,0.5639097744360902,0.03225806451612903,1.0,1.7929862959665765
4805,valenda01,2016,OAK,Danny,Valencia,130.0,135.0,471.0,17.0,51.0,1.0,72.0,22.0,1.0,1.0,41.0,115.0,1.0,3.0,0.0,2,0.0,0.0,18.0,0.0,68.0,0.0,1.0,0.0,37.0,38.0,6.0,3b,"['1b', '3b', 'rf', 'of']",0.28662420382165604,0.34622823984526113,95.0,0.445859872611465,0.7920881124567261,0.4299363057324841,0.3617021276595745,0.5853658536585366,0.38345864661654133,0.016129032258064516,1.0,1.776591965925201
1564,garciad01,2016,ATL,Adonis,Garcia,134.0,145.0,532.0,14.0,65.0,3.0,65.0,29.0,0.0,2.0,24.0,93.0,4.0,6.0,0.0,0,0.0,0.0,0.0,0.0,123.0,0.0,4.0,0.0,0.0,4.0,2.0,3b,['3b'],0.2725563909774436,0.3113879003558719,102.0,0.40601503759398494,0.7174029379498568,0.40883458646616544,0.2978723404255319,0.5284552845528455,0.48872180451127817,0.04838709677419355,1.0,1.7722711127300146
215,baezja01,2016,CHN,Javier,Baez,142.0,115.0,421.0,14.0,59.0,12.0,50.0,19.0,1.0,3.0,15.0,108.0,3.0,11.0,1.0,2,0.0,0.0,6.0,59.0,62.0,25.0,2.0,0.0,0.0,2.0,0.0,3b,"['2b', '3b', 'ss']",0.27315914489311166,0.31403118040089084,81.0,0.42280285035629456,0.7368340307571855,0.4097387173396675,0.2978723404255319,0.4065040650406504,0.44360902255639095,0.1935483870967742,1.0,1.7512725324590148
4456,solarya01,2016,SDN,Yangervis,Solarte,109.0,116.0,405.0,15.0,71.0,1.0,55.0,26.0,1.0,1.0,30.0,63.0,1.0,5.0,0.0,3,0.0,0.0,2.0,15.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,3b,"['2b', '3b']",0.28641975308641976,0.34085778781038373,74.0,0.4666666666666667,0.8075244544770503,0.42962962962962964,0.3191489361702128,0.44715447154471544,0.5338345864661654,0.016129032258064516,1.0,1.7458966560687879
2388,kangju01,2016,PIT,Jung Ho,Kang,103.0,81.0,318.0,21.0,62.0,3.0,45.0,19.0,0.0,1.0,36.0,79.0,1.0,14.0,0.0,2,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,1.0,3b,['3b'],0.25471698113207547,0.35405405405405405,41.0,0.5125786163522013,0.8666326704062552,0.38207547169811323,0.44680851063829785,0.36585365853658536,0.46616541353383456,0.04838709677419355,1.0,1.7092901511810246
689,casteni01,2016,DET,Nick,Castellanos,110.0,117.0,411.0,18.0,58.0,1.0,54.0,25.0,4.0,1.0,28.0,111.0,1.0,3.0,0.0,5,0.0,0.0,0.0,0.0,108.0,0.0,0.0,0.0,0.0,0.0,1.0,3b,['3b'],0.2846715328467153,0.33109619686800895,70.0,0.49635036496350365,0.8274465618315126,0.42700729927007297,0.3829787234042553,0.43902439024390244,0.43609022556390975,0.016129032258064516,1.0,1.7012296707402048
1752,gonzama01,2016,HOU,Marwin,Gonzalez,141.0,123.0,484.0,13.0,51.0,12.0,55.0,26.0,3.0,6.0,22.0,118.0,1.0,5.0,6.0,1,0.0,0.0,92.0,14.0,22.0,11.0,18.0,1.0,0.0,19.0,3.0,1b,"['1b', '2b', '3b', 'ss', 'lf', 'of']",0.25413223140495866,0.29296875,81.0,0.40082644628099173,0.6937951962809917,0.381198347107438,0.2765957446808511,0.44715447154471544,0.38345864661654133,0.1935483870967742,1.0,1.68195559704632
2000,headlch01,2016,NYA,Chase,Headley,140.0,118.0,467.0,14.0,51.0,8.0,58.0,18.0,1.0,2.0,51.0,118.0,3.0,6.0,0.0,5,0.0,0.0,0.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,1.0,3b,['3b'],0.25267665952890794,0.33081285444234404,85.0,0.3854389721627409,0.716251826605085,0.3790149892933619,0.2978723404255319,0.4715447154471545,0.38345864661654133,0.12903225806451613,1.0,1.6609229498471059
1211,drurybr01,2016,ARI,Brandon,Drury,134.0,130.0,461.0,16.0,53.0,1.0,59.0,31.0,1.0,1.0,31.0,100.0,2.0,3.0,0.0,4,0.0,0.0,1.0,16.0,29.0,0.0,62.0,0.0,32.0,89.0,0.0,of,"['2b', '3b', 'lf', 'rf', 'of']",0.28199566160520606,0.3286573146292585,82.0,0.45770065075921906,0.7863579653884776,0.4229934924078091,0.3404255319148936,0.4796747967479675,0.39849624060150374,0.016129032258064516,1.0,1.6577190939302384
4008,rodrise01,2016,PIT,Sean,Rodriguez,140.0,81.0,300.0,18.0,56.0,2.0,49.0,16.0,1.0,1.0,33.0,102.0,2.0,5.0,1.0,3,0.0,0.0,57.0,29.0,11.0,27.0,10.0,5.0,17.0,32.0,0.0,1b,"['1b', '2b', '3b', 'ss', 'lf', 'rf', 'of']",0.27,0.3489736070381232,46.0,0.51,0.8589736070381232,0.405,0.3829787234042553,0.3983739837398374,0.42105263157894735,0.03225806451612903,1.0,1.639663403239169
1528,freesda01,2016,PIT,David,Freese,141.0,118.0,437.0,13.0,55.0,0.0,63.0,23.0,0.0,0.0,45.0,142.0,2.0,10.0,0.0,0,0.0,0.0,58.0,2.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,3b,"['1b', '3b']",0.2700228832951945,0.3516260162601626,82.0,0.41189931350114417,0.7635253297613067,0.4050343249427918,0.2765957446808511,0.5121951219512195,0.41353383458646614,0.0,1.0,1.6073590261613284
107,alvarpe01,2016,BAL,Pedro,Alvarez,109.0,84.0,337.0,22.0,49.0,1.0,43.0,20.0,0.0,0.0,37.0,97.0,1.0,0.0,0.0,2,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,87.0,dh,"['3b', 'dh']",0.24925816023738873,0.32180851063829785,42.0,0.5044510385756676,0.8262595492139655,0.3738872403560831,0.46808510638297873,0.34959349593495936,0.3684210526315789,0.016129032258064516,1.0,1.5761159275636647
2439,kendrho01,2016,LAN,Howie,Kendrick,146.0,124.0,487.0,8.0,40.0,10.0,65.0,26.0,2.0,2.0,50.0,96.0,2.0,3.0,0.0,3,0.0,0.0,11.0,32.0,17.0,0.0,94.0,0.0,0.0,94.0,1.0,lf,"['1b', '2b', '3b', 'lf', 'of']",0.2546201232032854,0.3259668508287293,88.0,0.3655030800821355,0.6914699309108647,0.38193018480492813,0.1702127659574468,0.5284552845528455,0.3007518796992481,0.16129032258064516,1.0,1.5426404375951137
997,cuthbch01,2016,KCA,Cheslor,Cuthbert,128.0,130.0,475.0,12.0,46.0,2.0,49.0,28.0,1.0,0.0,32.0,96.0,0.0,0.0,1.0,2,0.0,0.0,0.0,0.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,3b,['3b'],0.2736842105263158,0.3182711198428291,89.0,0.4126315789473684,0.7309026987901974,0.41052631578947374,0.2553191489361702,0.3983739837398374,0.3458646616541353,0.03225806451612903,1.0,1.4423421746357459
1452,florewi01,2016,NYN,Wilmer,Flores,103.0,82.0,307.0,16.0,49.0,1.0,38.0,14.0,0.0,1.0,23.0,48.0,0.0,2.0,0.0,3,0.0,0.0,27.0,18.0,51.0,8.0,0.0,0.0,0.0,0.0,0.0,3b,"['1b', '2b', '3b']",0.2671009771986971,0.3194029850746269,52.0,0.46905537459283386,0.7884583596674608,0.4006514657980456,0.3404255319148936,0.3089430894308943,0.3684210526315789,0.016129032258064516,1.0,1.434570172033477
4296,schimry01,2016,SDN,Ryan,Schimpf,89.0,60.0,276.0,20.0,51.0,1.0,48.0,17.0,5.0,1.0,42.0,105.0,3.0,9.0,0.0,3,0.0,0.0,0.0,68.0,14.0,0.0,1.0,0.0,0.0,1.0,0.0,2b,"['2b', '3b']",0.21739130434782608,0.33636363636363636,18.0,0.532608695652174,0.8689723320158103,0.32608695652173914,0.425531914893617,0.3902439024390244,0.38345864661654133,0.016129032258064516,0.9136,1.408269133613202
1343,escobyu01,2016,LAA,Yunel,Escobar,132.0,157.0,517.0,5.0,39.0,0.0,68.0,28.0,1.0,3.0,40.0,67.0,0.0,3.0,3.0,4,0.0,0.0,0.0,0.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,3b,['3b'],0.3036750483558994,0.3546099290780142,123.0,0.390715667311412,0.7453255963894262,0.45551257253384914,0.10638297872340426,0.5528455284552846,0.2932330827067669,0.0,1.0,1.407974162419305
4170,saladty01,2016,CHA,Tyler,Saladino,93.0,84.0,298.0,8.0,38.0,11.0,33.0,14.0,0.0,5.0,13.0,62.0,0.0,3.0,2.0,3,0.0,0.0,2.0,41.0,10.0,32.0,1.0,1.0,1.0,3.0,2.0,2b,"['2b', '3b', 'ss']",0.28187919463087246,0.31545741324921134,62.0,0.40939597315436244,0.7248533864035738,0.4228187919463087,0.1702127659574468,0.2682926829268293,0.2857142857142857,0.1774193548387097,0.9928,1.3149217846376184
3673,plouftr01,2016,MIN,Trevor,Plouffe,84.0,83.0,319.0,12.0,47.0,1.0,35.0,13.0,1.0,0.0,19.0,60.0,0.0,2.0,1.0,3,0.0,0.0,13.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,7.0,3b,"['1b', '3b']",0.2601880877742947,0.3032069970845481,57.0,0.4200626959247649,0.723269693009313,0.39028213166144204,0.2553191489361702,0.2845528455284553,0.3533834586466165,0.016129032258064516,1.0,1.2996666170307485
4795,valbulu01,2016,HOU,Luis,Valbuena,90.0,76.0,292.0,13.0,40.0,1.0,38.0,17.0,1.0,1.0,44.0,81.0,2.0,1.0,3.0,2,0.0,0.0,8.0,1.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,3b,['3b'],0.2602739726027397,0.35693215339233036,45.0,0.4589041095890411,0.8158362629813715,0.3904109589041096,0.2765957446808511,0.3089430894308943,0.3007518796992481,0.016129032258064516,0.9712000000000001,1.2555971806699404
1166,dietrde01,2016,MIA,Derek,Dietrich,128.0,98.0,351.0,7.0,42.0,1.0,39.0,20.0,5.0,0.0,32.0,84.0,2.0,24.0,0.0,5,0.0,0.0,16.0,75.0,13.0,0.0,8.0,0.0,0.0,8.0,0.0,2b,"['1b', '2b', '3b']",0.2792022792022792,0.3737864077669903,66.0,0.42450142450142453,0.7982878322684148,0.4188034188034188,0.14893617021276595,0.3170731707317073,0.3157894736842105,0.016129032258064516,1.0,1.2167312656901672
2146,holtbr01,2016,BOS,Brock,Holt,94.0,74.0,290.0,7.0,34.0,4.0,45.0,16.0,0.0,3.0,27.0,58.0,0.0,3.0,1.0,3,0.0,0.0,0.0,8.0,17.0,7.0,64.0,0.0,5.0,68.0,1.0,of,"['3b', 'lf', 'of']",0.25517241379310346,0.3219814241486068,51.0,0.38275862068965516,0.7047400448382619,0.3827586206896552,0.14893617021276595,0.36585365853658536,0.2556390977443609,0.06451612903225806,0.9640000000000001,1.173866343871863
2811,marteje01,2016,LAA,Jefry,Marte,88.0,65.0,258.0,15.0,44.0,2.0,38.0,14.0,0.0,2.0,18.0,59.0,0.0,5.0,0.0,3,0.0,0.0,29.0,0.0,22.0,0.0,27.0,0.0,0.0,27.0,4.0,1b,"['1b', '3b', 'lf', 'of']",0.25193798449612403,0.30985915492957744,36.0,0.4806201550387597,0.7904793099683372,0.37790697674418605,0.3191489361702128,0.3089430894308943,0.3308270676691729,0.03225806451612903,0.8488,1.162078613389569
2001,healyry01,2016,OAK,Ryon,Healy,72.0,82.0,269.0,13.0,37.0,0.0,36.0,20.0,0.0,0.0,12.0,60.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,3b,['3b'],0.3048327137546468,0.33687943262411346,49.0,0.5241635687732342,0.8610430013973477,0.45724907063197023,0.2765957446808511,0.2926829268292683,0.2781954887218045,0.0,0.8884,1.1591161182994834
2349,johnske05,2016,NYN,Kelly,Johnson,131.0,75.0,304.0,10.0,34.0,4.0,25.0,14.0,0.0,0.0,25.0,65.0,2.0,2.0,0.0,1,0.0,0.0,3.0,52.0,21.0,1.0,15.0,0.0,0.0,15.0,0.0,2b,"['2b', '3b', 'lf', 'of']",0.24671052631578946,0.3072289156626506,51.0,0.39144736842105265,0.6986762840837033,0.37006578947368424,0.2127659574468085,0.2032520325203252,0.2556390977443609,0.06451612903225806,1.0,1.106239006217437
3902,reyesjo01,2016,NYN,Jose,Reyes,60.0,68.0,255.0,8.0,24.0,9.0,45.0,13.0,4.0,2.0,23.0,49.0,1.0,0.0,0.0,1,0.0,0.0,0.0,0.0,50.0,13.0,0.0,0.0,0.0,0.0,0.0,3b,"['3b', 'ss']",0.26666666666666666,0.32616487455197135,43.0,0.44313725490196076,0.7693021294539322,0.4,0.1702127659574468,0.36585365853658536,0.18045112781954886,0.14516129032258066,0.8380000000000001,1.0572868701291036
1335,escobed01,2016,MIN,Eduardo,Escobar,105.0,83.0,352.0,6.0,37.0,1.0,32.0,14.0,2.0,3.0,21.0,72.0,1.0,1.0,2.0,1,1.0,0.0,0.0,6.0,23.0,71.0,2.0,0.0,0.0,2.0,2.0,ss,"['3b', 'ss']",0.23579545454545456,0.28,61.0,0.3380681818181818,0.6180681818181819,0.3536931818181819,0.1276595744680851,0.2601626016260163,0.2781954887218045,0.016129032258064516,1.0,1.0358398788921523
3548,peraljh01,2016,SLN,Jhonny,Peralta,82.0,75.0,289.0,8.0,29.0,0.0,37.0,17.0,1.0,0.0,20.0,56.0,0.0,1.0,0.0,3,0.0,0.0,0.0,0.0,67.0,7.0,0.0,0.0,0.0,0.0,1.0,3b,['3b'],0.25951557093425603,0.30670926517571884,49.0,0.4083044982698962,0.7150137634456151,0.38927335640138405,0.1702127659574468,0.3008130081300813,0.21804511278195488,0.0,0.9604,1.0356418112373407
2108,hillaa01,2016,MIL,Aaron,Hill,78.0,72.0,254.0,8.0,29.0,4.0,34.0,11.0,0.0,2.0,30.0,43.0,0.0,2.0,0.0,4,0.0,0.0,0.0,24.0,103.0,0.0,0.0,0.0,0.0,0.0,1.0,3b,"['2b', '3b']",0.28346456692913385,0.3586206896551724,53.0,0.421259842519685,0.7798805321748574,0.4251968503937008,0.1702127659574468,0.2764227642276423,0.21804511278195488,0.06451612903225806,0.8344,0.9632260385247214
245,barneda01,2016,TOR,Darwin,Barney,104.0,75.0,279.0,4.0,19.0,2.0,35.0,13.0,2.0,2.0,22.0,48.0,1.0,1.0,2.0,2,1.0,0.0,0.0,40.0,32.0,25.0,5.0,0.0,0.0,5.0,0.0,2b,"['2b', '3b', 'ss']",0.26881720430107525,0.3223684210526316,56.0,0.3727598566308244,0.695128277683456,0.4032258064516129,0.0851063829787234,0.2845528455284553,0.14285714285714285,0.03225806451612903,0.9244,0.8763314240117593
212,aybarer01,2016,DET,Erick,Aybar,97.0,81.0,335.0,2.0,26.0,3.0,27.0,14.0,2.0,5.0,20.0,59.0,5.0,6.0,3.0,4,0.0,0.0,0.0,7.0,12.0,104.0,0.0,0.0,0.0,0.0,0.0,ss,"['3b', 'ss']",0.2417910447761194,0.29315068493150687,63.0,0.31343283582089554,0.6065835207524024,0.36268656716417913,0.0425531914893617,0.21951219512195122,0.19548872180451127,0.04838709677419355,1.0,0.8686277723541969
4068,rosalad01,2016,SDN,Adam,Rosales,105.0,49.0,214.0,13.0,35.0,4.0,37.0,12.0,3.0,0.0,29.0,88.0,2.0,1.0,0.0,4,0.0,0.0,1.0,36.0,41.0,15.0,2.0,0.0,1.0,3.0,1.0,3b,"['2b', '3b', 'ss']",0.22897196261682243,0.3185483870967742,21.0,0.4953271028037383,0.8138754899005125,0.34345794392523366,0.2765957446808511,0.3008130081300813,0.2631578947368421,0.06451612903225806,0.6904,0.8619925134368357
1235,duffyma01,2016,TBA,Matt,Duffy,70.0,65.0,257.0,4.0,21.0,8.0,32.0,11.0,2.0,4.0,20.0,40.0,0.0,4.0,2.0,3,0.0,0.0,0.0,0.0,70.0,18.0,0.0,0.0,0.0,0.0,1.0,3b,"['3b', 'ss']",0.2529182879377432,0.31338028169014087,48.0,0.35797665369649806,0.6713569353866389,0.37937743190661477,0.0851063829787234,0.2601626016260163,0.15789473684210525,0.12903225806451613,0.8452,0.8549818473304732
3734,profaju01,2016,TEX,Jurickson,Profar,90.0,65.0,272.0,5.0,20.0,2.0,35.0,6.0,3.0,1.0,30.0,61.0,0.0,3.0,2.0,0,0.0,0.0,17.0,19.0,25.0,11.0,14.0,0.0,0.0,14.0,6.0,3b,"['1b', '2b', '3b', 'ss', 'lf', 'of']",0.23897058823529413,0.32131147540983607,51.0,0.3382352941176471,0.6595467695274831,0.35845588235294124,0.10638297872340426,0.2845528455284553,0.15037593984962405,0.03225806451612903,0.8992,0.838077519304722
